문제,정답,해설
"<X 건설회사의 공동대표인 甲과 乙은 공무원 A에게 뇌물을 제공하여 관급공사를 수주하기로 공모한 다음 A에게 시가 2,000만 원 상당의 자동차와 현금 2,000만 원을 공여하였는데, 다만 자동차에 대한 등록명의는 X 건설회사 앞으로 하였다. 한편 乙은 위 회사 주차장에서 주차 시비가 붙은 B를 폭행하였고, 甲은 이를 목격하였다. 甲은 뇌물공여죄로, 乙은 뇌물공여죄 및 폭행죄로, A는 뇌물수수죄로 각 기소되어 함께 재판받고 있다.>
 만약 A가 현금 2,000만 원 자체를 뇌물로 받은 것이 아니라 그 직무에 관하여 2,000만 원을 무이자로 차용한 것으로 밝혀진 경우에는 그 차용 당시에 금융이익 상당의 뇌물을 수수한 것으로 보아야 하므로, 그 공소시효는 금전을 무이자로 차용한 때로부터 기산한다.",O,"공소시효는 범죄행위를 종료한 때로부터 진행하는 것인데(형사소송법 제252조 제1항), 공무원이 그 직무에 관하여 금전을 무이자로 차용한 경우에는 그 차용 당시에 금융이익 상당의 뇌물을 수수한 것으로 보아야 하므로(대법원 2004. 5. 28. 선고 2004도1442 판결, 대법원 2006. 7. 7. 선고 2005도9763 판결 등 참조), 그 공소시효는 금전을 무이자로 차용한 때로부터 기산한다(2011도7282)."
"<X 건설회사의 공동대표인 甲과 乙은 공무원 A에게 뇌물을 제공하여 관급공사를 수주하기로 공모한 다음 A에게 시가 2,000만 원 상당의 자동차와 현금 2,000만 원을 공여하였는데, 다만 자동차에 대한 등록명의는 X 건설회사 앞으로 하였다. 한편 乙은 위 회사 주차장에서 주차 시비가 붙은 B를 폭행하였고, 甲은 이를 목격하였다. 甲은 뇌물공여죄로, 乙은 뇌물공여죄 및 폭행죄로, A는 뇌물수수죄로 각 기소되어 함께 재판받고 있다.>
 甲이 제1심 공판절차의 피고인신문과정에서 ‘乙이 B를 폭행한 것을 보았다’고 진술하였다면, 위와 같은 甲의 법정진술은 乙의 폭행에 관한 유죄의 증거로 쓸 수 있다.",X,피고인과는 별개의 범죄사실로 기소되고 다만 병합심리된 것 뿐인 공동피고인은 피고인에 대한 관계에서는 증인의 지위에 있음에 불과하므로 선서없이 한 그 공동피고인의 피고인으로서 한 공판정에서의 진술을 피고인에 대한 공소범죄 사실을 인정하는 증거로 쓸 수 없다(78도1031).
"<X 건설회사의 공동대표인 甲과 乙은 공무원 A에게 뇌물을 제공하여 관급공사를 수주하기로 공모한 다음 A에게 시가 2,000만 원 상당의 자동차와 현금 2,000만 원을 공여하였는데, 다만 자동차에 대한 등록명의는 X 건설회사 앞으로 하였다. 한편 乙은 위 회사 주차장에서 주차 시비가 붙은 B를 폭행하였고, 甲은 이를 목격하였다. 甲은 뇌물공여죄로, 乙은 뇌물공여죄 및 폭행죄로, A는 뇌물수수죄로 각 기소되어 함께 재판받고 있다.>
 만약 乙이 집행유예 기간 중에 위 뇌물공여와 폭행의 범행을 저질렀다면, 설령 법원이 형을 선고할 때 그 집행유예가 실효되거나 취소됨이 없이 그 유예기간이 경과한 경우라 하더라도, 집행유예의 선고가 불가능하다.",X,"집행유예 기간 중에 범한 죄에 대하여 형을 선고할 때에, 집행유예의 결격사유를 정하는 형법 제62조 제1항 단서 소정의 요건에 해당하는 경우란, 이미 집행유예가 실효 또는 취소된 경우와 그 선고 시점에 미처 유예기간이 경과하지 아니하여 형 선고의 효력이 실효되지 아니한 채로 남아 있는 경우로 국한되고, 집행유예가 실효 또는 취소됨이 없이 유예기간을 경과한 때에는, 형의 선고가 이미 그 효력을 잃게 되어 ‘금고 이상의 형을 선고’한 경우에 해당한다고 보기 어려울 뿐 아니라, 집행의 가능성이 더 이상 존재하지 아니하여 집행종료나 집행면제의 개념도 상정하기 어려우므로 위 단서 소정의 요건에 해당하지 않는다고 할 것이므로, 집행유예 기간 중에 범한 범죄라고 할지라도 집행유예가 실효 취소됨이 없이 그 유예기간이 경과한 경우에는 이에 대해 다시 집행유예의 선고가 가능하다(2006도6196)."
"<甲이 A종중으로부터 명의신탁을 받아 보관 중인 X토지에 관하여 A종중의 승낙 없이 B로부터 금원을 차용하면서 B 앞으로 채권최고액 3억 원의 근저당권을 설정하여 주었는데, 그 당시 X토지의 시가는 8억 원이고, 위 근저당권 설정 이전에 이미 채권최고액 2억 원의 1순위 근저당권 설정등기가 마쳐져 있었다. 한편 위 각 근저당권의 실제 피담보채무액도 위 각 채권최고액과 같다.>
 甲이 횡령행위로 인하여 취득한 구체적인 이득액은 X토지의 시가 상당액 8억 원에서 1순위 근저당권의 피담보채무액 2억 원을 공제한 6억 원이 아니라 X토지를 담보로 제공한 피담보채무액 내지 채권최고액인 3억 원이다.",O,피고인이 근저당권설정등기를 마치는 방법으로 위 각 부동산을 횡령함으로 인하여 취득한 구체적인 이득액은 위 각 부동산의 시가 상당액에서 이 사건 범행 전에 설정된 피담보채무액을 공제한 잔액이 아니라 위 각 부동산을 담보로 제공한 피담보채무액 내지 그 채권최고액이라고 봄이 상당하다(2013도2857).
"<甲이 A종중으로부터 명의신탁을 받아 보관 중인 X토지에 관하여 A종중의 승낙 없이 B로부터 금원을 차용하면서 B 앞으로 채권최고액 3억 원의 근저당권을 설정하여 주었는데, 그 당시 X토지의 시가는 8억 원이고, 위 근저당권 설정 이전에 이미 채권최고액 2억 원의 1순위 근저당권 설정등기가 마쳐져 있었다. 한편 위 각 근저당권의 실제 피담보채무액도 위 각 채권최고액과 같다.>
 검사가 甲의 횡령행위에 대해 그 행위종료일부터 7년이 경과하여 특정경제범죄가중처벌등에관한법률위반(횡령)죄로 기소한 경우, 법원은 공소장 변경 없이 형법상의 횡령죄를 인정할 수 있고 특정경제범죄가중처벌등에관한법률위반(횡령)죄의 공소시효가 지나지 않았더라도 형법상 횡령죄의 공소시효가 지났다면 면소판결을 선고할 수 있다.",O,공소장변경절차에 의하여 공소사실이 변경됨에 따라 그 법정형에 차이가 있는 경우에는 변경된 공소사실에 대한 법정형이 공소시효기간의 기준이 된다고 보아야 하므로 공소제기 당시의 공소사실에 대한 법정형을 기준으로 하면 공소제기 당시 아직 공소시효가 완성되지 않았으나 변경된 공소사실에 대한 법정형을 기준으로 하면 공소제기 당시 이미 공소시효가 완성된 경우에는 공소시효의 완성을 이유로 면소판결을 선고하여야 한다(대법원 2001. 8. 24. 선고 2001도2902 판결 등 참조). 이러한 법리는 법원이 공소장을 변경하지 않고도 인정할 수 있는 사실에 대한 법정형을 기준으로 하면 공소제기 당시 이미 공소시효가 완성된 경우에도 마찬가지로 적용된다(2013도6182).
"<甲이 A종중으로부터 명의신탁을 받아 보관 중인 X토지에 관하여 A종중의 승낙 없이 B로부터 금원을 차용하면서 B 앞으로 채권최고액 3억 원의 근저당권을 설정하여 주었는데, 그 당시 X토지의 시가는 8억 원이고, 위 근저당권 설정 이전에 이미 채권최고액 2억 원의 1순위 근저당권 설정등기가 마쳐져 있었다. 한편 위 각 근저당권의 실제 피담보채무액도 위 각 채권최고액과 같다.>
 만약 A종중의 대표자 C가 친구 D에게 ‘A종중은 甲에게 X토지에 관한 근저당권설정행위에 대하여 동의하여 준 일이 없다’고 말하였고, D가 甲의 횡령행위에 대한 제1심 공판절차에 증인으로 출석하여 C로부터 들었다고 하면서 C가 말해준 위 내용을 진술하였다면, 이러한 D의 법정진술은 甲의 동의가 없는 한 甲에 대한 유죄의 증거로 쓸 수 없다.",X,"형사소송법 제316조(전문의 진술) ②피고인 아닌 자의 공판준비 또는 공판기일에서의 진술이 피고인 아닌 타인의 진술을 그 내용으로 하는 것인 때에는 원진술자가 사망, 질병, 외국거주, 소재불명 그 밖에 이에 준하는 사유로 인하여 진술할 수 없고, 그 진술이 특히 신빙할 수 있는 상태하에서 행하여졌음이 증명된 때에 한하여 이를 증거로 할 수 있다"
"<甲이 A종중으로부터 명의신탁을 받아 보관 중인 X토지에 관하여 A종중의 승낙 없이 B로부터 금원을 차용하면서 B 앞으로 채권최고액 3억 원의 근저당권을 설정하여 주었는데, 그 당시 X토지의 시가는 8억 원이고, 위 근저당권 설정 이전에 이미 채권최고액 2억 원의 1순위 근저당권 설정등기가 마쳐져 있었다. 한편 위 각 근저당권의 실제 피담보채무액도 위 각 채권최고액과 같다.>
 만약 甲이 피의자신문을 받으면서 사법경찰관 P에게 ‘A종중으로부터 X토지에 관한 근저당권설정행위에 대하여 동의를 받은 일이 없다’고 진술하였고, P가 甲의 횡령행위에 대한 제1심 공판절차에 증인으로 출석하여 甲이 피의자 조사과정에서 위와 같이 진술하였다고 진술하였다면, 이러한 P의 법정진술은 甲의 동의가 없다고 하더라도 甲의 위 진술이 특히 신빙할 수 있는 상태하에서 행하여졌음이 증명된 때에 한하여 甲에 대하여 증거능력이 있다.",O,형사소송법 제316조(전문의 진술) ①피고인이 아닌 자(공소제기 전에 피고인을 피의자로 조사하였거나 그 조사에 참여하였던 자를 포함한다. 이하 이 조에서 같다)의 공판준비 또는 공판기일에서의 진술이 피고인의 진술을 그 내용으로 하는 것인 때에는 그 진술이 특히 신빙할 수 있는 상태하에서 행하여졌음이 증명된 때에 한하여 이를 증거로 할 수 있다.
"<甲은 드라이버로 문을 열고 A의 집에 절도 목적으로 침입하였고, 순찰 중이던 경찰관 P는 A의 신고를 받고 즉시 현장에 출동하여 A 소유의 금 목걸이를 훔쳐서 A의 집에서 나오던 甲을 발견하고 적법하게 현행범으로 체포하면서 甲을 경찰차에 태우려고 하였다. 이에 甲은 친구 집에서 나온 것이라고 하면서 P의 체포에 저항하였고, 그 과정에서 P를 때려 2주간의 치료를 요하는 상해를 가하였다. 이에 검사는 甲을 절도, 공무집행방해와 상해로 기소하였다.>
 甲이 현행범으로 체포되면서 그가 소지하고 있던 위 드라이버를 임의로 제출하였다고 하더라도, 그로부터 48시간 이내에 영장을 받아야 계속 압수할 수 있고, 영장을 발부받지 못하였을 때에는 즉시 이를 반환하여야 한다.",X,"검사 또는 사법경찰관은 형사소송법 제212조의 규정에 의하여 피의자를 현행범 체포하는 경우에 필요한 때에는 체포 현장에서 영장 없이 압수·수색·검증을 할 수 있으나, 이와 같이 압수한 물건을 계속 압수할 필요가 있는 경우에는 체포한 때부터 48시간 이내에 지체 없이 압수영장을 청구하여야 한다(제216조 제1항 제2호, 제217조 제2항). 그리고 검사 또는 사법경찰관이 범행 중 또는 범행 직후의 범죄 장소에서 긴급을 요하여 판사의 영장을 받을 수 없는 때에는 영장 없이 압수·수색 또는 검증을 할 수 있으나, 이 경우에는 사후에 지체 없이 영장을 받아야 한다(제216조 제3항). 다만 형사소송법 제218조에 의하면 검사 또는 사법경찰관은 피의자 등이 유류한 물건이나 소유자·소지자 또는 보관자가 임의로 제출한 물건은 영장 없이 압수할 수 있으므로, 현행범 체포 현장이나 범죄 장소에서도 소지자 등이 임의로 제출하는 물건은 위 조항에 의하여 영장 없이 압수할 수 있고, 이 경우에는 검사나 사법경찰관이 사후에 영장을 받을 필요가 없다(2015도13726)."
"<甲은 드라이버로 문을 열고 A의 집에 절도 목적으로 침입하였고, 순찰 중이던 경찰관 P는 A의 신고를 받고 즉시 현장에 출동하여 A 소유의 금 목걸이를 훔쳐서 A의 집에서 나오던 甲을 발견하고 적법하게 현행범으로 체포하면서 甲을 경찰차에 태우려고 하였다. 이에 甲은 친구 집에서 나온 것이라고 하면서 P의 체포에 저항하였고, 그 과정에서 P를 때려 2주간의 치료를 요하는 상해를 가하였다. 이에 검사는 甲을 절도, 공무집행방해와 상해로 기소하였다.>
 만약 법원이 절도 공소사실에 대하여 간이공판절차에 의하여 심판할 것을 결정하였다면, 사법경찰관 작성의 A에 대한 참고인 진술조서는 甲이 증거로 함에 동의한 것으로 간주되므로 甲이 이를 증거로 함에 이의를 제기하더라도 甲에 대한 유죄의 증거로 쓸 수 있다.",X,"형사소송법 제318조의3(간이공판절차에서의 증거능력에 관한 특례) 제286조의2의 결정이 있는 사건의 증거에 관하여는 제310조의2, 제312조 내지 제314조 및 제316조의 규정에 의한 증거에 대하여 제318조제1항의 동의가 있는 것으로 간주한다. 단, 검사, 피고인 또는 변호인이 증거로 함에 이의가 있는 때에는 그러하지 아니하다."
"<甲은 드라이버로 문을 열고 A의 집에 절도 목적으로 침입하였고, 순찰 중이던 경찰관 P는 A의 신고를 받고 즉시 현장에 출동하여 A 소유의 금 목걸이를 훔쳐서 A의 집에서 나오던 甲을 발견하고 적법하게 현행범으로 체포하면서 甲을 경찰차에 태우려고 하였다. 이에 甲은 친구 집에서 나온 것이라고 하면서 P의 체포에 저항하였고, 그 과정에서 P를 때려 2주간의 치료를 요하는 상해를 가하였다. 이에 검사는 甲을 절도, 공무집행방해와 상해로 기소하였다.>
 만약 P가 적법절차를 준수하지 않은 채 실력으로 甲을 체포하려고 하였다면, 이는 적법한 공무집행으로 볼 수 없어 甲이 이에 저항하면서 P를 폭행하여 상해를 가하였다 하더라도 甲을 공무집행방해죄로 처벌할 수 없다.",O,"형법 제136조가 규정하는 공무집행방해죄는 공무원의 직무집행이 적법한 경우에 한하여 성립하는 것이고, 여기서 적법한 공무집행이라고 함은 그 행위가 공무원의 추상적 권한에 속할 뿐 아니라 구체적 직무집행에 관한 법률상 요건과 방식을 갖춘 경우를 가리키는 것이며, 한편 헌법 제12조 제5항 전문, 형사소송법 제213조의2, 제72조의 규정 등에 의하면 사법경찰관리가 현행범인을 체포하는 경우에는 반드시 범죄사실의 요지, 구속의 이유와 변호인을 선임할 수 있음을 말하고 변명할 기회를 주어야 할 것임이 명백하므로, 경찰관이 위 적법절차를 준수하지 아니한 채 실력으로 현행범인을 연행하려고 하였다면 적법한 공무집행이라고 할 수 없고(대법원 2000. 7. 4. 선고 99도4341 판결, 2004. 11. 26. 선고 2004도5894 판결 등 참조), 경찰관의 현행범 체포행위가 적법한 공무집행을 벗어나 불법하게 체포한 것으로 볼 수밖에 없다면, 현행범이 그 체포를 면하려고 반항하는 과정에서 경찰관에게 상해를 가한 것은 불법 체포로 인한 신체에 대한 현재의 부당한 침해에서 벗어나기 위한 행위로서 정당방위에 해당하여 위법성이 조각된다(대법원 2000. 7. 4. 선고 99도4341 판결 참조)(2006도2732)."
"<甲은 드라이버로 문을 열고 A의 집에 절도 목적으로 침입하였고, 순찰 중이던 경찰관 P는 A의 신고를 받고 즉시 현장에 출동하여 A 소유의 금 목걸이를 훔쳐서 A의 집에서 나오던 甲을 발견하고 적법하게 현행범으로 체포하면서 甲을 경찰차에 태우려고 하였다. 이에 甲은 친구 집에서 나온 것이라고 하면서 P의 체포에 저항하였고, 그 과정에서 P를 때려 2주간의 치료를 요하는 상해를 가하였다. 이에 검사는 甲을 절도, 공무집행방해와 상해로 기소하였다.>
 만약 甲이 주간에 A의 집에 침입하여 숨어 있다가 야간에 안방에 있던 A의 물건을 훔쳐서 나왔다면, ｢형법｣ 제330조에 따른 야간주거침입절도가 성립한다.",X,
"<甲은 A를 살해하려다 미수에 그친 사건으로 수사를 받게 되었다. 甲은 변호사 L로부터 도움을 받으려고 한다.>
 L이 변호인이 되려는 의사를 표시하였고 객관적으로 변호인이 될 가능성이 있다고 인정되는 경우에는 ｢형사소송법｣ 제34조 “변호인이 되려는 자”의 지위를 갖는다.",O,
"<甲은 A를 살해하려다 미수에 그친 사건으로 수사를 받게 되었다. 甲은 변호사 L로부터 도움을 받으려고 한다.>
 甲이 피내사자로서 임의동행 형식으로 연행된 경우에도 甲에게 변호인으로 선임된 L과 접견교통권이 인정된다.",O,"헌법 제10조는 ""모든 국민은 인간으로서의 존엄과 가치를 가지며 행복을 추구할 권리를 가진다""고 규정하고 있고, 같은 법 제12조 제1항 후문은 ""누구든지 법률에 의하지 아니하고는 체포·구속·압수·수색 또는 신문을 받지 아니하며, 법률과 적법한 절차에 의하지 아니하고는 처벌·보안처분 또는 강제노역을 받지 아니한다""고 규정하여 형사소송에 있어서 적법절차주의를 선언하고 있으며 이를 구체화하기 위하여 같은 조 제4항은 ""누구든지 체포 또는 구속을 당한 때에는 즉시 변호인의 조력을 받을 권리를 가진다""고 규정하고 있으며, 형사소송법 제30조 제1항은 피고인 또는 피의자는 변호인을 선임할 수 있다고 규정하여 변호인의 조력을 받을 권리를 불구속 피고인 또는 피의자에게까지 확대하고 있는바 이와 같은 변호인의 조력을 받을 권리를 실질적으로 보장하기 위하여는 변호인과의 접견교통권의 인정이 당연한 전제가 된다고 할 것이므로, 임의동행의 형식으로 수사기관에 연행된 피의자에게도 변호인 또는 변호인이 되려는 자와의 접견교통권은 당연히 인정된다고 보아야 할 것이고, 임의동행의 형식으로 연행된 피내사자의 경우에도 마찬가지라 할 것이다(96모18)."
"<甲은 A를 살해하려다 미수에 그친 사건으로 수사를 받게 되었다. 甲은 변호사 L로부터 도움을 받으려고 한다.>
 변호인으로 선임된 L이 피의자신문 절차에서 인정신문을 시작하기 전에 검사에게 피의자 甲의 수갑을 해제하여 달라고 계속 요구하였으나 검사가 도주, 자해, 다른 사람에 대한 위해 등의 위험이 없음에도 L의 요구를 거부한 경우, 검사의 거부 조치에 대해서 L은 ｢형사소송법｣ 제417조의 준항고를 제기할 수 있다.",O,"[1] ... 인간의 존엄성 존중을 궁극의 목표로 하고 있는 우리 헌법이 제27조 제4항에서 무죄추정의 원칙을 선언하고, 제12조에서 신체의 자유와 적법절차의 보장을 강조하고 있음을 염두에 두고 앞서 본 규정들의 내용과 취지를 종합하여 보면, 검사가 조사실에서 피의자를 신문할 때 피의자가 신체적으로나 심리적으로 위축되지 않은 상태에서 자기의 방어권을 충분히 행사할 수 있도록 피의자에게 보호장비를 사용하지 말아야 하는 것이 원칙이고, 다만 도주, 자해, 다른 사람에 대한 위해 등 형집행법 제97조 제1항 각호에 규정된 위험이 분명하고 구체적으로 드러나는 경우에만 예외적으로 보호장비를 사용하여야 한다.
 따라서 구금된 피의자는 형집행법 제97조 제1항 각호에 규정된 사유에 해당하지 않는 이상 보호장비 착용을 강제당하지 않을 권리를 가진다. 검사는 조사실에서 피의자를 신문할 때 해당 피의자에게 그러한 특별한 사정이 없는 이상 교도관에게 보호장비의 해제를 요청할 의무가 있고, 교도관은 이에 응하여야 한다.
 [2] 형사소송법 제417조는 검사 또는 사법경찰관의 ‘구금에 관한 처분’에 불복이 있으면 법원에 그 처분의 취소 또는 변경을 청구할 수 있다고 규정하고 있다. 검사 또는 사법경찰관이 보호장비 사용을 정당화할 예외적 사정이 존재하지 않음에도 구금된 피의자에 대한 교도관의 보호장비 사용을 용인한 채 그 해제를 요청하지 않는 경우에, 검사 및 사법경찰관의 이러한 조치를 형사소송법 제417조에서 정한 ‘구금에 관한 처분’으로 보지 않는다면 구금된 피의자로서는 이에 대하여 불복하여 침해된 권리를 구제받을 방법이 없게 된다. 따라서 검사 또는 사법경찰관이 구금된 피의자를 신문할 때 피의자 또는 변호인으로부터 보호장비를 해제해 달라는 요구를 받고도 거부한 조치는 형사소송법 제417조에서 정한 ‘구금에 관한 처분’에 해당한다고 보아야 한다(2015모2357)."
"<甲은 A를 살해하려다 미수에 그친 사건으로 수사를 받게 되었다. 甲은 변호사 L로부터 도움을 받으려고 한다.>
 甲이 피고인으로 출석한 공판기일에서 증거로 함에 부동의한다는 의견이 진술된 경우, 그 후 甲이 출석하지 아니한 공판기일에 변호인으로 선임된 L만이 출석하여 甲의 종전 의견을 번복하여 증거로 함에 동의하였더라도 특별한 사정이 없는 한 증거동의 효력이 인정되지 않는다.",O,
"<甲은 A를 살해하려다 미수에 그친 사건으로 수사를 받게 되었다. 甲은 변호사 L로부터 도움을 받으려고 한다.>
 피고인 甲과 변호인으로 선임된 L에게 최종의견 진술의 기회를 주지 않고 변론을 종결하고 판결을 선고하는 것은 소송절차의 법령위반에 해당한다.",O,"형사소송법 제303조는 “재판장은 검사의 의견을 들은 후 피고인과 변호인에게 최종의 의견을 진술할 기회를 주어야 한다.”라고 정하고 있으므로, 최종의견 진술의 기회는 피고인과 변호인 모두에게 주어져야 한다. 이러한 최종의견 진술의 기회는 피고인과 변호인의 소송법상 권리로서 피고인과 변호인이 사실관계의 다툼이나 유리한 양형사유를 주장할 수 있는 마지막 기회이므로, 피고인이나 변호인에게 최종의견 진술의 기회를 주지 아니한 채 변론을 종결하고 판결을 선고하는 것은 소송절차의 법령위반에 해당한다(2018도327)."
"<甲과 乙은 합동하여 평소 알고 지내던 A의 집에서 현금 1,000만 원을 절취하였다는 사실로 특수절도로 공소가 제기되어 함께 재판을 받고 있다.>
 乙이 피고인으로서 공판정에서 자백진술을 하면 그 진술은 甲에 대한 유죄의 증거로 사용할 수 있다.",O,"형사소송법 제310조의 피고인의 자백에는 공범인 공동피고인의 진술은 포함되지 않으며, 이러한 공동피고인의 진술에 대하여는 피고인의 반대신문권이 보장되어 있어 독립한 증거능력이 있다(92도917).
 이는 피고인들간에 이해관계가 상반된다고 하여도 마찬가지라 할 것이므로(2006도1944)…"
"<甲과 乙은 합동하여 평소 알고 지내던 A의 집에서 현금 1,000만 원을 절취하였다는 사실로 특수절도로 공소가 제기되어 함께 재판을 받고 있다.>
 甲과 乙의 소송절차가 분리되면 甲은 乙에 대한 공소사실에 관하여 증인이 될 수 있다.",O,
"<甲과 乙은 합동하여 평소 알고 지내던 A의 집에서 현금 1,000만 원을 절취하였다는 사실로 특수절도로 공소가 제기되어 함께 재판을 받고 있다.>
 경찰과 검찰에서 甲은 범행을 모두 부인하였고, 乙은 범행을 모두 자백하였는데, 사법경찰관 작성의 乙에 대한 피의자신문조서는 甲이 그 내용을 부인하면 甲에 대한 유죄의 증거로 사용할 수 없다.",O,
"<甲과 乙은 합동하여 평소 알고 지내던 A의 집에서 현금 1,000만 원을 절취하였다는 사실로 특수절도로 공소가 제기되어 함께 재판을 받고 있다.>
 사법경찰관 작성의 검증조서에 甲이 A의 거실에서 현금을 가지고 나오면서 “빨리 도망가자”라고 말한 진술기재 부분과 범행을 재연하는 사진이 첨부되어 있는 경우, 甲이 법정에서 검증조서에 대해서만 증거로 활용함에 동의하고 진술기재 부분과 재연사진에 대해서는 그 성립의 진정 및 내용을 부인하였다면, 위 진술기재 부분과 재연사진은 유죄의 증거로 사용할 수 없다.",O,
"<甲과 乙은 합동하여 평소 알고 지내던 A의 집에서 현금 1,000만 원을 절취하였다는 사실로 특수절도로 공소가 제기되어 함께 재판을 받고 있다.>
 검사가 유죄의 자료로 제출한 사법경찰관 작성의 甲에 대한 피의자신문조서는 甲이 그 내용을 부인하는 이상 증거능력이 없으나, 그것이 임의로 작성된 것이 아니라고 의심할 만한 사정이 없는 한 甲의 법정에서의 진술을 탄핵하기 위한 반대증거로 사용할 수 있다.",O,
"제1심 법원이 소송비용의 부담을 명하는 재판을 하지 않았음에도 항소심법원이 제1심의 소송비용에 관하여 피고인에게 부담하도록 재판을 한 경우, 불이익변경금지원칙에 위배되지 않는다.",O,"형사소송법 제186조 제1항 본문은 “형의 선고를 하는 때에는 피고인에게 소송비용의 전부 또는 일부를 부담하게 하여야 한다.”고 규정하고 있고, 같은 법 제191조 제1항은 “재판으로 소송절차가 종료되는 경우에 피고인에게 소송비용을 부담하게 하는 때에는 직권으로 재판하여야 한다.”고 규정하고 있는바, 소송비용의 부담은 형이 아니고 실질적인 의미에서 형에 준하여 평가되어야 할 것도 아니므로 불이익변경금지원칙의 적용이 없다 할 것이어서(대법원 2001. 4. 24. 선고 2001도872 판결 참조), 제1심 및 환송 전 원심이 소송비용의 부담을 명하는 재판을 하지 않은 이 사건에서 환송 후 원심이 위 법규정에 따라 피고인에게 제1심 및 원심 소송비용 중 각 1/2의 부담을 명한 조치는 정당한 것으로 수긍할 수 있고, 거기에 불이익변경금지의 원칙에 위배되었거나 파기환송 후 원심의 심판범위를 벗어나는 등의 위법이 없다(2008도488)."
"검사와 피고인 양쪽이 상소를 제기한 경우, 어느 일방의 상소는 이유 없으나 다른 일방의 상소가 이유 있어 원판결을 파기하고 다시 판결하는 때에는 이유 없는 상소에 대해서는 판결이유 중에서 그 이유가 없다는 점을 적으면 충분하고 주문에서 그 상소를 기각해야 하는 것은 아니다.",O,"검사와 피고인 양쪽이 상소를 제기한 경우, 어느 일방의 상소는 이유 없으나 다른 일방의 상소가 이유 있어 원판결을 파기하고 다시 판결하는 때에는 이유 없는 상소에 대해서는 판결이유 중에서 그 이유가 없다는 점을 적으면 충분하고 주문에서 그 상소를 기각해야 하는 것은 아니다(2019도17995)."
"상상적 경합 관계에 있는 수죄에 대하여 제2심에서 모두 무죄가 선고되었고, 이에 검사가 무죄 부분 전부에 대하여 상고하였으나 그중 일부 무죄 부분(A)에 대하여는 이를 상고이유로 삼지 않은 경우, 상고심은 그 무죄 부분(A)에까지 나아가 판단할 수 없고, 상고심으로부터 다른 무죄 부분(B)에 대한 원심판결이 잘못되었다는 이유로 사건을 파기환송 받은 원심도 그 무죄 부분(A)에 대하여 다시 심리·판단하여 유죄를 선고할 수 없다.",O,"환송 전 원심에서 상상적 경합 관계에 있는 수죄에 대하여 모두 무죄가 선고되었고, 이에 검사가 무죄 부분 전부에 대하여 상고하였으나 그 중 일부 무죄 부분(A)에 대하여는 이를 상고이유로 삼지 않은 경우, 비록 상고이유로 삼지 아니한 무죄 부분(A)도 상고심에 이심되지만 그 부분은 이미 당사자 간의 공격방어의 대상으로부터 벗어나 사실상 심판대상에서 이탈하게 되므로, 상고심으로서도 그 무죄 부분에까지 나아가 판단할 수 없다. 따라서 상고심으로부터 다른 무죄 부분(B)에 대한 원심판결이 잘못되었다는 이유로 사건을 파기환송 받은 원심은 그 무죄 부분(A)에 대하여 다시 심리·판단하여 유죄를 선고할 수 없다(2008도8922)."
"피고인 A, B는 공동하여 공정거래위원회의 고발이 있어야 공소를 제기할 수 있는 독점규제및공정거래에관한법률위반의 범행을 저질렀는데, 공정거래위원회가 A만 고발하였다 하더라도, 고발대상에서 제외된 B에 대하여도 고발의 효력이 미치므로 법원은 B에 대하여 공소기각판결을 하여서는 아니된다.",X,"독점규제 및 공정거래에 관한 법률 제71조 제1항은 “제66조 제1항 제9호 소정의 부당한 공동행위를 한 죄는 공정거래위원회의 고발이 있어야 공소를 제기할 수 있다.”고 규정함으로써 그 소추조건을 명시하고 있다. 반면에 위 법은 공정거래위원회가 같은 법 위반행위자 중 일부에 대하여만 고발을 한 경우에 그 고발의 효력이 나머지 위반행위자에게도 미치는지 여부 즉, 고발의 주관적 불가분원칙의 적용 여부에 관하여는 명시적으로 규정하고 있지 아니하고, 형사소송법도 제233조에서 친고죄에 관한 고소의 주관적 불가분원칙을 규정하고 있을 뿐 고발에 대하여 그 주관적 불가분의 원칙에 관한 규정을 두고 있지 않고, 또한 형사소송법 제233조를 준용하고 있지도 아니하다. 이와 같이 명문의 근거 규정이 없을 뿐만 아니라 소추요건이라는 성질상의 공통점 외에 그 고소·고발의 주체와 제도적 취지 등이 상이함에도, 친고죄에 관한 고소의 주관적 불가분원칙을 규정하고 있는 형사소송법 제233조가 공정거래위원회의 고발에도 유추적용된다고 해석한다면 이는 공정거래위원회의 고발이 없는 행위자에 대해서까지 형사처벌의 범위를 확장하는 것으로서, 결국 피고인에게 불리하게 형벌법규의 문언을 유추해석한 경우에 해당하므로 죄형법정주의에 반하여 허용될 수 없다(2008도4762)."
"재심대상사건에서 징역형의 집행유예를 선고하였음에도 재심사건에서 원판결보다 주형을 경하게 하고 집행유예를 없앤 경우, 불이익변경금지원칙에 위배된다.",O,"제1심에서 징역형의 집행유예를 선고한 데 대하여 제2심이 그 징역형의 형기를 단축하여 실형을 선고하는 것도 불이익변경금지원칙에 위배된다(대법원 1986. 3. 25.자 86모2 결정 등 참조). 마찬가지로 재심대상사건에서 징역형의 집행유예를 선고하였음에도 재심사건에서 원판결보다 주형을 경하게 하고, 집행유예를 없앤 경우는 형사소송법 제439조에 의한 불이익변경금지원칙에 위배된다(2016도1131)."
