문제,정답,해설
"<A회사 이사 甲은 B신문사 기자 乙에게 A회사의 기술적 탁월성을 담은 자료를 이메일로 건네면서 이를 기사로 게재해 주면 B신문사에 광고비를 주겠다고 제안하였다. 乙이 甲에게 제공받은 자료 내용대로 홍보성 기사를 게재하자 甲은 B신문사에 광고비를 지급하였다. 사법경찰관 P는 ‘압수할 물건’에 “정보처리장치(컴퓨터, 노트북, 태블릿 등) 및 정보저장매체(USB, 외장하드 등)에 저장되어 있는 전자정보”로 기재된 압수·수색영장으로 甲의 휴대전화와 원격지 서버에 저장된 이메일을 압수하였다.>
 B신문사는 乙과의 관계에서 사무처리를 위임한 자에 해당할 뿐 배임수재죄의 ‘제3자’에 해당한다고 볼 수 없다.",O,"개정 형법(2016. 5. 29. 법률 제14178호로 개정된 것) 제357조 제1항은 구법과 달리 배임수재죄의 구성요건을 ‘타인의 사무를 처리하는 자가 그 임무에 관하여 부정한 청탁을 받고 재물 또는 재산상의 이익을 취득하거나 제3자로 하여금 이를 취득하게 한 때’라고 규정함으로써 제3자로 하여금 재물이나 재산상 이익을 취득하게 하는 행위를 구성요건에 추가하였다. 그 입법 취지는 부패행위를 방지하고 ‘UN 부패방지협약’ 등 국제적 기준에 부합하도록 하려는 것이다.
 개정 형법 제357조의 보호법익 및 체계적 위치, 개정 경위, 법문의 문언 등을 종합하여 볼 때, 개정 형법이 적용되는 경우에도 ‘제3자’에는 다른 특별한 사정이 없는 한 사무처리를 위임한 타인은 포함되지 않는다고 봄이 타당하다(2019도17102)."
"<A회사 이사 甲은 B신문사 기자 乙에게 A회사의 기술적 탁월성을 담은 자료를 이메일로 건네면서 이를 기사로 게재해 주면 B신문사에 광고비를 주겠다고 제안하였다. 乙이 甲에게 제공받은 자료 내용대로 홍보성 기사를 게재하자 甲은 B신문사에 광고비를 지급하였다. 사법경찰관 P는 ‘압수할 물건’에 “정보처리장치(컴퓨터, 노트북, 태블릿 등) 및 정보저장매체(USB, 외장하드 등)에 저장되어 있는 전자정보”로 기재된 압수·수색영장으로 甲의 휴대전화와 원격지 서버에 저장된 이메일을 압수하였다.>
 P가 甲의 이메일을 압수한 것은 위법하다.",O,"헌법과 형사소송법이 구현하고자 하는 적법절차와 영장주의의 정신에 비추어 볼 때, 법관이 압수·수색영장을 발부하면서 ‘압수할 물건’을 특정하기 위하여 기재한 문언은 엄격하게 해석해야 하고, 함부로 피압수자 등에게 불리한 내용으로 확장해석 또는 유추해석을 하는 것은 허용될 수 없다.
 압수할 전자정보가 저장된 저장매체로서 압수·수색영장에 기재된 수색장소에 있는 컴퓨터, 하드디스크, 휴대전화와 같은 컴퓨터 등 정보처리장치와 수색장소에 있지는 않으나 컴퓨터 등 정보처리장치와 정보통신망으로 연결된 원격지의 서버 등 저장매체(이하 ‘원격지 서버’라 한다)는 소재지, 관리자, 저장 공간의 용량 측면에서 서로 구별된다. 원격지 서버에 저장된 전자정보를 압수·수색하기 위해서는 컴퓨터 등 정보처리장치를 이용하여 정보통신망을 통해 원격지 서버에 접속하고 그곳에 저장되어 있는 전자정보를 컴퓨터 등 정보처리장치로 내려 받거나 화면에 현출시키는 절차가 필요하므로, 컴퓨터 등 정보처리장치 자체에 저장된 전자정보와 비교하여 압수·수색의 방식에 차이가 있다. 원격지 서버에 저장되어 있는 전자정보와 컴퓨터 등 정보처리장치에 저장되어 있는 전자정보는 그 내용이나 질이 다르므로 압수·수색으로 얻을 수 있는 전자정보의 범위와 그로 인한 기본권 침해 정도도 다르다.
 따라서 수사기관이 압수·수색영장에 적힌 ‘수색할 장소’에 있는 컴퓨터 등 정보처리장치에 저장된 전자정보 외에 원격지 서버에 저장된 전자정보를 압수·수색하기 위해서는 압수·수색영장에 적힌 ‘압수할 물건’에 별도로 원격지 서버 저장 전자정보가 특정되어 있어야 한다. 압수·수색영장에 적힌 ‘압수할 물건’에 컴퓨터 등 정보처리장치 저장 전자정보만 기재되어 있다면 컴퓨터 등 정보처리장치를 이용하여 원격지 서버 저장 전자정보를 압수할 수는 없다(2020모735)."
"<A회사 이사 甲은 B신문사 기자 乙에게 A회사의 기술적 탁월성을 담은 자료를 이메일로 건네면서 이를 기사로 게재해 주면 B신문사에 광고비를 주겠다고 제안하였다. 乙이 甲에게 제공받은 자료 내용대로 홍보성 기사를 게재하자 甲은 B신문사에 광고비를 지급하였다. 사법경찰관 P는 ‘압수할 물건’에 “정보처리장치(컴퓨터, 노트북, 태블릿 등) 및 정보저장매체(USB, 외장하드 등)에 저장되어 있는 전자정보”로 기재된 압수·수색영장으로 甲의 휴대전화와 원격지 서버에 저장된 이메일을 압수하였다.>
 甲의 휴대전화는 압수·수색영장의 ‘압수할 물건’에 기재된 정보처리장치 또는 정보저장매체에 해당하므로 P가 위 영장으로 甲의 휴대전화에 저장된 전자정보를 압수하는 것은 적법하다.",X,"헌법과 형사소송법이 구현하고자 하는 적법절차와 영장주의의 정신에 비추어 볼 때, 법관이 압수·수색영장을 발부하면서 ‘압수할 물건’을 특정하기 위하여 기재한 문언은 엄격하게 해석해야 하고, 함부로 피압수자 등에게 불리한 내용으로 확장해석 또는 유추해석을 하는 것은 허용될 수 없다.
 휴대전화는 정보처리장치나 정보저장매체의 특성을 가지고 있기는 하나, 기본적으로 통신매체의 특성을 가지고 있어 컴퓨터, 노트북 등 정보처리장치나 USB, 외장하드 등 정보저장매체와는 명확히 구별되는 특성을 가지고 있다. 휴대전화, 특히 스마트폰에는 전화·문자메시지·SNS 등 통신, 개인 일정, 인터넷 검색기록, 전화번호, 위치정보 등 통신의 비밀이나 사생활에 관한 방대하고 광범위한 정보가 집적되어 있다. 이와 같이 휴대전화에 저장된 전자정보는 컴퓨터나 USB 등에 저장된 전자정보와는 그 분량이나 내용, 성격 면에서 현저한 차이가 있으므로, 휴대전화에 대한 압수·수색으로 얻을 수 있는 전자정보의 범위와 그로 인한 기본권 침해의 정도도 크게 다르다.
 따라서 압수·수색영장에 기재된 ‘압수할 물건’에 휴대전화에 저장된 전자정보가 포함되어 있지 않다면, 특별한 사정이 없는 한 그 영장으로 휴대전화에 저장된 전자정보를 압수할 수는 없다고 보아야 한다(2024모2020)."
"<A회사 이사 甲은 B신문사 기자 乙에게 A회사의 기술적 탁월성을 담은 자료를 이메일로 건네면서 이를 기사로 게재해 주면 B신문사에 광고비를 주겠다고 제안하였다. 乙이 甲에게 제공받은 자료 내용대로 홍보성 기사를 게재하자 甲은 B신문사에 광고비를 지급하였다. 사법경찰관 P는 ‘압수할 물건’에 “정보처리장치(컴퓨터, 노트북, 태블릿 등) 및 정보저장매체(USB, 외장하드 등)에 저장되어 있는 전자정보”로 기재된 압수·수색영장으로 甲의 휴대전화와 원격지 서버에 저장된 이메일을 압수하였다.>
 만약 甲이 배임증재죄, 乙이 배임수재죄로 기소되어 함께 재판을 받게 된 경우, 검사가 작성한 甲에 대한 피의자신문조서에 대해 乙이 ‘피의자신문조서에 기재된 甲의 진술은 실제 사실과 다르다.’라는 취지로 증거의견을 밝힌다면 검사가 작성한 甲에 대한 피의자신문조서는 乙에 대하여 증거능력이 인정되지 않는다.",O,"형사소송법 제312조(검사 또는 사법경찰관의 조서 등) ① 검사가 작성한 피의자신문조서는 적법한 절차와 방식에 따라 작성된 것으로서 공판준비, 공판기일에 그 피의자였던 피고인 또는 변호인이 그 내용을 인정할 때에 한정하여 증거로 할 수 있다.
 
 형사소송법 제312조 제1항에서 정한 ‘검사가 작성한 피의자신문조서’란 당해 피고인에 대한 피의자신문조서만이 아니라 당해 피고인과 공범관계에 있는 다른 피고인이나 피의자에 대하여 검사가 작성한 피의자신문조서도 포함되고, 여기서 말하는 ‘공범’에는 형법 총칙의 공범 이외에도 서로 대향된 행위의 존재를 필요로 할 뿐 각자의 구성요건을 실현하고 별도의 형벌 규정에 따라 처벌되는 강학상 필요적 공범 또는 대향범까지 포함한다. 따라서 피고인이 자신과 공범관계에 있는 다른 피고인이나 피의자에 대하여 검사가 작성한 피의자신문조서의 내용을 부인하는 경우에는 형사소송법 제312조 제1항에 따라 유죄의 증거로 쓸 수 없다(2023도3741)."
"<甲은 2025. 3. 3. 아래와 같이 업무방해죄 및 야간건조물침입절도죄로 기소되었다. 제1심법원은 심리 결과 범죄사실을 모두 인정하여 2025. 7. 1. 판결을 선고하였다.
 [범죄전력]
 피고인(甲)은 2024. 2. 14. 서울북부지방법원에서 공무집행방해죄로 징역 6개월, 집행유예 1년을 선고받아 2024. 2. 22. 그 판결이 확정되었다.
 [범죄사실]
 1. 피고인은 2024. 1. 10. 21:55경 서울 도봉구(이하 생략)에 있는 A가 운영하는 ○○모텔 로비에서, A에게 ‘외상이 가능하냐’면서 소리를 지르며 그곳에 있던 손님들 및 A에게 욕설을 하고 엘리베이터를 발로 차는 등 약 15분간 소란을 피워 위력으로써 A의 모텔 운영 업무를 방해하였다.
 2. 피고인은 2024. 12. 16. 23:47경 서울 서초구(이하 생략)에 있는 B 운영의 △△카페 앞에 도착해 비상출입문을 통해 카페 내부로 침입한 다음, 매장 안쪽의 금고를 보고 그것을 열어 그 안에 들어 있던 B 소유의 현금 190만 원을 몰래 가져가 절취하였다.>
 제1심판결 선고일에 甲의 전과인 공무집행방해죄에 대한 집행유예 선고가 실효 또는 취소됨이 없이 유예기간을 경과함으로써 형의 선고가 이미 효력을 잃었다면, 위 공무집행방해죄는 ｢형법｣ 제37조 후단에서 정한 ‘판결이 확정된 죄’에 해당하지 않으므로, 제1심법원은 甲의 전과인 공무집행방해죄의 확정판결 전·후에 범한 위 범죄사실 1과 2에 대하여 ｢형법｣ 제37조 전단의 경합범 관계에 있다고 보아 하나의 형을 선고하여야 한다.",X,"형법 제37조 후단의 경합범에서 ‘판결이 확정된 죄’란 수 개의 독립한 죄 중에서 확정판결이라는 사실 자체가 있었던 어느 죄를 의미하고, 그 확정판결이 있은 죄의 형 집행을 종료하였는지 여부 또는 형의 집행유예가 실효되었는지 여부는 묻지 않는다고 해석되므로, 집행유예를 선고한 확정판결에 의한 형의 선고가 형법 제65조에 따라 그 효력을 잃었다 하더라도 확정판결을 받은 죄의 존재가 이에 의하여 소멸되지 않는 이상 형법 제37조 후단에서 정한 ‘판결이 확정된 죄’에 해당한다고 보아야 한다(2025도470)."
"<甲은 2025. 3. 3. 아래와 같이 업무방해죄 및 야간건조물침입절도죄로 기소되었다. 제1심법원은 심리 결과 범죄사실을 모두 인정하여 2025. 7. 1. 판결을 선고하였다.
 [범죄전력]
 피고인(甲)은 2024. 2. 14. 서울북부지방법원에서 공무집행방해죄로 징역 6개월, 집행유예 1년을 선고받아 2024. 2. 22. 그 판결이 확정되었다.
 [범죄사실]
 1. 피고인은 2024. 1. 10. 21:55경 서울 도봉구(이하 생략)에 있는 A가 운영하는 ○○모텔 로비에서, A에게 ‘외상이 가능하냐’면서 소리를 지르며 그곳에 있던 손님들 및 A에게 욕설을 하고 엘리베이터를 발로 차는 등 약 15분간 소란을 피워 위력으로써 A의 모텔 운영 업무를 방해하였다.
 2. 피고인은 2024. 12. 16. 23:47경 서울 서초구(이하 생략)에 있는 B 운영의 △△카페 앞에 도착해 비상출입문을 통해 카페 내부로 침입한 다음, 매장 안쪽의 금고를 보고 그것을 열어 그 안에 들어 있던 B 소유의 현금 190만 원을 몰래 가져가 절취하였다.>
 수사기관이 위 현금 190만 원을 압수하였고, 이 현금이 그대로 제1심법원에 증거로 제출되었다면, 제1심법원은 현금 190만 원을 몰수할 수 없고, 피해자 B에게 환부 선고를 하여야 한다.",O,형사소송법 제333조(압수장물의 환부) ①압수한 장물로서 피해자에게 환부할 이유가 명백한 것은 판결로써 피해자에게 환부하는 선고를 하여야 한다.
"<甲은 2025. 3. 3. 아래와 같이 업무방해죄 및 야간건조물침입절도죄로 기소되었다. 제1심법원은 심리 결과 범죄사실을 모두 인정하여 2025. 7. 1. 판결을 선고하였다.
 [범죄전력]
 피고인(甲)은 2024. 2. 14. 서울북부지방법원에서 공무집행방해죄로 징역 6개월, 집행유예 1년을 선고받아 2024. 2. 22. 그 판결이 확정되었다.
 [범죄사실]
 1. 피고인은 2024. 1. 10. 21:55경 서울 도봉구(이하 생략)에 있는 A가 운영하는 ○○모텔 로비에서, A에게 ‘외상이 가능하냐’면서 소리를 지르며 그곳에 있던 손님들 및 A에게 욕설을 하고 엘리베이터를 발로 차는 등 약 15분간 소란을 피워 위력으로써 A의 모텔 운영 업무를 방해하였다.
 2. 피고인은 2024. 12. 16. 23:47경 서울 서초구(이하 생략)에 있는 B 운영의 △△카페 앞에 도착해 비상출입문을 통해 카페 내부로 침입한 다음, 매장 안쪽의 금고를 보고 그것을 열어 그 안에 들어 있던 B 소유의 현금 190만 원을 몰래 가져가 절취하였다.>
 범죄사실 2에 대하여 수사기관이 甲을 적법하게 현행범체포하면서 건조물침입에 사용한 드라이버를 체포현장에서 영장없이 압수하였는데, 그 후 압수·수색영장을 청구하지 않고 드라이버를 반환하지 않았다면 피고인이나 변호인이 이를 증거로 함에 동의하였다고 하더라도 드라이버의 증거능력이 인정되지 않는다.",O,"형사소송법 제217조(영장에 의하지 아니하는 강제처분) ②검사 또는 사법경찰관은 제1항 또는 제216조제1항제2호에 따라 압수한 물건을 계속 압수할 필요가 있는 경우에는 지체 없이 압수수색영장을 청구하여야 한다. 이 경우 압수수색영장의 청구는 체포한 때부터 48시간 이내에 하여야 한다.
 제216조(영장에 의하지 아니한 강제처분) ①검사 또는 사법경찰관은 제200조의2ㆍ제200조의3ㆍ제201조 또는 제212조[주: 현행범인의 체포]의 규정에 의하여 피의자를 체포 또는 구속하는 경우에 필요한 때에는 영장없이 다음 처분을 할 수 있다.
 2. 체포현장에서의 압수, 수색, 검증
 
 영장주의의 중요성에 비추어 볼 때 영장주의에 관한 절차를 위반하여 위법하게 수집된 증거에 관하여 사후에 법원으로부터 영장이 발부되었다거나 피고인이나 변호인이 이를 증거로 함에 동의하였다고 하여 그 위법성이 치유되는 것도 아니다(2015도364)."
"<甲은 2025. 3. 3. 아래와 같이 업무방해죄 및 야간건조물침입절도죄로 기소되었다. 제1심법원은 심리 결과 범죄사실을 모두 인정하여 2025. 7. 1. 판결을 선고하였다.
 [범죄전력]
 피고인(甲)은 2024. 2. 14. 서울북부지방법원에서 공무집행방해죄로 징역 6개월, 집행유예 1년을 선고받아 2024. 2. 22. 그 판결이 확정되었다.
 [범죄사실]
 1. 피고인은 2024. 1. 10. 21:55경 서울 도봉구(이하 생략)에 있는 A가 운영하는 ○○모텔 로비에서, A에게 ‘외상이 가능하냐’면서 소리를 지르며 그곳에 있던 손님들 및 A에게 욕설을 하고 엘리베이터를 발로 차는 등 약 15분간 소란을 피워 위력으로써 A의 모텔 운영 업무를 방해하였다.
 2. 피고인은 2024. 12. 16. 23:47경 서울 서초구(이하 생략)에 있는 B 운영의 △△카페 앞에 도착해 비상출입문을 통해 카페 내부로 침입한 다음, 매장 안쪽의 금고를 보고 그것을 열어 그 안에 들어 있던 B 소유의 현금 190만 원을 몰래 가져가 절취하였다.>
 야간건조물침입절도죄는 야간이라는 시간적 제약을 받는 건조물침입죄와 절도죄의 결합범이므로, 위 범죄사실 2와 같이 야간의 건조물침입행위와 절도행위가 모두 기수에 이른 경우에는, 甲의 절도 의사가 건조물침입 당시부터 있었는지, 아니면 건조물침입 이후에 비로소 절취의 의사가 생겼는지를 불문하고 야간건조물침입절도죄가 성립한다.",X,"형법 제330조의 야간주거침입절도죄는 야간에 이루어지는 주거침입행위의 위험성에 주목하여 그러한 행위를 수반한 절도를 가중처벌하는 것으로서, 야간에 타인의 재물을 절취할 목적으로 사람의 주거에 침입한 경우에는 주거침입 단계에서 이미 야간주거침입절도죄의 실행에 착수한 것이라고 보아야 한다. 야간주거침입절도죄는 주거침입죄와 절도죄의 결합범으로서 시간적으로 주거침입행위가 선행되는 것이므로 그 실행의 착수시점인 주거침입이 이루어질 때 절도의 고의가 있어야 한다. 야간에 주거침입행위가 있은 후 비로소 절도의 고의가 생겼다면 주거침입죄와 절도죄의 경합범이 될 수 있을지언정 야간주거침입절도죄는 성립하지 않는다(2022도5573)."
"<甲은 사업주인 乙주식회사의 사용인으로서 행한 범죄사실로 2022. 12. 16. 불구속 기소되어 제1심 공판 진행 중이며, ㉠ [검사는 이후 2023. 3. 15. 위 甲의 범죄행위에 관련된 양벌규정에 의거하여 사업주인 乙주식회사를 기소하였다.] [乙주식회사에 대한 공소사실의 공소시효는 2018. 3. 9.부터 기산되고, 이 범죄의 공소시효 기간은 5년이다.]
 위 범죄의 발각으로 인하여 퇴사하게 된 甲은 ㉡ [□□부동산에 취업하기 위하여 컴퓨터를 이용하여 대한공인중개사협회장 명의 추천서를 문서 파일로 작성한 후 이를 이메일로 □□부동산 대표에게 송부하였다.]
 그러나 甲은 취업에 실패하자 세상에 불만이 커져 폭행 습벽이 생기게 되었고, 위 습벽이 발현되어 ㉢ [2024. 1. 9. 잔소리하는 모친 A를 폭행하고,] ㉣ [A의 비명소리에 놀라 찾아온 옆집 노인 B도 폭행하였다.]>
 ㉠에서 양벌규정에서 행위자인 甲과 사업주인 乙주식회사는 공소시효의 정지에 관한 ｢형사소송법｣ 제253조 제2항의 ‘공범’에 포함되므로, 甲에 대한 공소제기로 乙주식회사에 대한 공소사실에 관한 공소시효의 진행이 정지되어 乙주식회사에 대한 공소사실은 공소시효가 완성되지 않았다.",X,"형사소송법은 제248조 제1항에서 “공소의 효력은 검사가 피고인으로 지정한 자에게만 미친다.”고 규정하고, 제253조에서 “시효는 공소의 제기로 진행이 정지되고 공소기각 또는 관할위반의 재판이 확정된 때로부터 진행한다(제1항). 공범의 1인에 대한 전항의 시효정지는 다른 공범자에게 대하여 효력이 미치고 당해 사건의 재판이 확정된 때로부터 진행한다(제2항).”고 규정하고 있다.
 이와 같이 형사소송법은 공범 사이의 처벌에 형평을 기하기 위하여 공범 중 1인에 대한 공소의 제기로 다른 공범자에 대하여도 공소시효가 정지되도록 규정하면서, 위 공범의 개념이나 유형에 관하여는 따로 언급이 없다. 따라서 형사소송법 제253조 제2항의 공범을 해석할 때에는 공범 사이의 처벌의 형평이라는 위 조항의 입법취지, 국가형벌권의 적정한 실현이라는 형사소송법의 기본이념, 국가형벌권 행사의 대상을 규정한 형법 등 실체법과의 체계적 조화 등의 관점을 종합적으로 고려하여야 한다. 특히 위 조항이 공소제기 효력의 인적 범위를 확장하는 예외를 마련하여 놓은 것이므로 원칙적으로 엄격하게 해석하여야 하고 피고인에게 불리한 방향으로 지나치게 확장해석하거나 유추해석해서는 아니 된다.
 (중략) [양벌규정]의 ‘행위자가 아닌 법인 또는 개인’은 국가형벌권 행사의 대상으로서 구성요건에서 정한 위반행위의 방지를 위한 주의와 감독의 해태 등을 근거로 별도의 형벌규정에 따라 법인 또는 개인의 직접책임 내지 자기책임에 기초하여 처벌되는 것이므로, 양벌규정에서의 사업주와 행위자의 관계는 2인 이상이 가공하여 공동의 구성요건을 실현하는 공범관계에 있는 자와 동일하게 볼 수 없다. 따라서 이러한 양벌규정의 제도적 취지와 법적성격, 사업주ㆍ행위자 관계와 공범 관계의 차이, 형법 등 실체법과의 체계적 조화의 관점, 죄형법정주의의 정신 등에 비추어 보면 형사소송법 제253조 제2항의 ‘공범’에는 양벌규정에서 사업주와 행위자 관계에 있는 사람은 포함되지 않는다고 해석하여야 한다(2024도15290)."
"<甲은 사업주인 乙주식회사의 사용인으로서 행한 범죄사실로 2022. 12. 16. 불구속 기소되어 제1심 공판 진행 중이며, ㉠ [검사는 이후 2023. 3. 15. 위 甲의 범죄행위에 관련된 양벌규정에 의거하여 사업주인 乙주식회사를 기소하였다.] [乙주식회사에 대한 공소사실의 공소시효는 2018. 3. 9.부터 기산되고, 이 범죄의 공소시효 기간은 5년이다.]
 위 범죄의 발각으로 인하여 퇴사하게 된 甲은 ㉡ [□□부동산에 취업하기 위하여 컴퓨터를 이용하여 대한공인중개사협회장 명의 추천서를 문서 파일로 작성한 후 이를 이메일로 □□부동산 대표에게 송부하였다.]
 그러나 甲은 취업에 실패하자 세상에 불만이 커져 폭행 습벽이 생기게 되었고, 위 습벽이 발현되어 ㉢ [2024. 1. 9. 잔소리하는 모친 A를 폭행하고,] ㉣ [A의 비명소리에 놀라 찾아온 옆집 노인 B도 폭행하였다.]>
 甲의 ㉡행위는 사문서위조죄와 위조사문서행사죄에 해당한다.",X,"형법상 문서에 관한 죄에 있어서 문서라 함은, 문자 또는 이에 대신할 수 있는 가독적 부호로 계속적으로 물체상에 기재된 의사 또는 관념의 표시인 원본 또는 이와 사회적 기능, 신용성 등을 같게 볼 수 있는 기계적 방법에 의한 복사본으로서 그 내용이 법률상, 사회생활상 주요 사항에 관한 증거로 될 수 있는 것을 말한다.
 (중략) 앞서 본 법리에 비추어 볼 때, 컴퓨터 모니터 화면에 나타나는 이미지는 이미지 파일을 보기 위한 프로그램을 실행할 경우에 그때마다 전자적 반응을 일으켜 화면에 나타나는 것에 지나지 않아서 계속적으로 화면에 고정된 것으로는 볼 수 없으므로, 형법상 문서에 관한 죄에 있어서의 ‘문서’에는 해당되지 않는다고 할 것이다(2007도7480)."
"<甲은 사업주인 乙주식회사의 사용인으로서 행한 범죄사실로 2022. 12. 16. 불구속 기소되어 제1심 공판 진행 중이며, ㉠ [검사는 이후 2023. 3. 15. 위 甲의 범죄행위에 관련된 양벌규정에 의거하여 사업주인 乙주식회사를 기소하였다.] [乙주식회사에 대한 공소사실의 공소시효는 2018. 3. 9.부터 기산되고, 이 범죄의 공소시효 기간은 5년이다.]
 위 범죄의 발각으로 인하여 퇴사하게 된 甲은 ㉡ [□□부동산에 취업하기 위하여 컴퓨터를 이용하여 대한공인중개사협회장 명의 추천서를 문서 파일로 작성한 후 이를 이메일로 □□부동산 대표에게 송부하였다.]
 그러나 甲은 취업에 실패하자 세상에 불만이 커져 폭행 습벽이 생기게 되었고, 위 습벽이 발현되어 ㉢ [2024. 1. 9. 잔소리하는 모친 A를 폭행하고,] ㉣ [A의 비명소리에 놀라 찾아온 옆집 노인 B도 폭행하였다.]>
 甲의 ㉢과 ㉣의 행위는 포괄하여 상습존속폭행죄에 해당한다.",O,"폭행죄의 상습성은 폭행 범행을 반복하여 저지르는 습벽을 말하는 것으로서, 동종 전과의 유무와 그 사건 범행의 횟수, 기간, 동기 및 수단과 방법 등을 종합적으로 고려하여 상습성 유무를 결정하여야 하고, 단순폭행, 존속폭행의 범행이 동일한 폭행 습벽의 발현에 의한 것으로 인정되는 경우, 그중 법정형이 더 중한 상습존속폭행죄에 나머지 행위를 포괄하여 하나의 죄만이 성립한다고 봄이 타당하다(2017도10956)."
"<甲은 사업주인 乙주식회사의 사용인으로서 행한 범죄사실로 2022. 12. 16. 불구속 기소되어 제1심 공판 진행 중이며, ㉠ [검사는 이후 2023. 3. 15. 위 甲의 범죄행위에 관련된 양벌규정에 의거하여 사업주인 乙주식회사를 기소하였다.] [乙주식회사에 대한 공소사실의 공소시효는 2018. 3. 9.부터 기산되고, 이 범죄의 공소시효 기간은 5년이다.]
 위 범죄의 발각으로 인하여 퇴사하게 된 甲은 ㉡ [□□부동산에 취업하기 위하여 컴퓨터를 이용하여 대한공인중개사협회장 명의 추천서를 문서 파일로 작성한 후 이를 이메일로 □□부동산 대표에게 송부하였다.]
 그러나 甲은 취업에 실패하자 세상에 불만이 커져 폭행 습벽이 생기게 되었고, 위 습벽이 발현되어 ㉢ [2024. 1. 9. 잔소리하는 모친 A를 폭행하고,] ㉣ [A의 비명소리에 놀라 찾아온 옆집 노인 B도 폭행하였다.]>
 만약 甲이 ㉢행위에 대하여 존속폭행죄로 기소되었고 제1심에서 상습존속폭행죄로 공소장변경이 되었다면, 공소장변경 이후 제1심판결 선고 전에 A가 법원에 처벌불원의사를 밝혔더라도 법원은 이를 이유로 공소기각판결을 선고할 수 없다.",O,상습존속폭행죄를 규정한 형법 제264조의 죄에는 형법 제260조 제3항은 적용된다고 볼 수 없으므로 이 죄에 대하여는 피해자의 명시한 의사에 반하여 논할 수 있다(64도687).
"<사법경찰관 P는 甲을 횡령 혐의(A사건)로 수사하면서 甲의 컴퓨터에 대한 압수·수색영장(제1영장)을 발부받아 컴퓨터 하드디스크 전체를 이미징 형태로 복제하여 적법하게 압수하였다. P는 피의자의 참여권을 보장하고 제1영장 기재 혐의사실과 관련된 전자정보를 탐색하던 중 이와 전혀 관련이 없는 乙의 별개의 사기 혐의(B사건)에 관한 내용이 포함된 전자정보를 발견하였다. 사건을 송치받은 검사 S는 甲을 횡령죄로 기소한 후 위 복제본 중 A사건과 관련된 파일만을 증거로 제출하였다. 그러나 P는 A사건 복제본 원본을 폐기하거나 甲에게 반환하지 않고 경찰청 서버에 계속 보관하면서 이를 열람하여 乙이 A사건의 공범인 사실 및 乙의 B사건 혐의에 관한 증거를 확보하였다. 그 후 P는 경찰청 서버에 보관 중이던 복제본을 대상으로 B사건에 대한 압수·수색영장(제2영장)을 새로 발부받았다.
 甲은 乙의 휴대전화에 A사건에 관한 대화 녹음 파일이 저장되어 있다는 것을 알게 되어 乙의 내연녀인 丙에게 연락하여 ‘乙의 휴대전화에 저장된 나와 乙의 대화 녹음 파일을 당장 삭제하라’고 지시하였고 丙이 그 파일을 삭제하였다.>
 P가 제1영장의 집행에서 하드디스크 전체를 이미징 형태로 복제하여 압수하기 위하여는 혐의사실과 관련된 부분만 출력하거나 복사하는 방식의 집행이 불가능하거나 현저히 곤란한 사정이 실제 발생하여야 하고, 그러한 경우 정보저장매체 자체를 직접 혹은 하드카피나 이미징 등 형태로 수사기관 사무실 등 외부로 반출하여 해당 파일을 압수·수색할 수 있도록 영장에 기재되어 있어야 한다.",O,"수사기관의 전자정보에 대한 압수·수색은 원칙적으로 영장 발부의 사유로 된 범죄 혐의사실과 관련된 부분만을 문서 출력물로 수집하거나 수사기관이 휴대한 저장매체에 해당 파일을 복제하는 방식으로 이루어져야 하고, 저장매체 자체를 직접 반출하거나 저장매체에 들어 있는 전자파일 전부를 하드카피나 이미징 등 형태(이하 ‘복제본’이라 한다)로 수사기관 사무실 등 외부로 반출하는 방식으로 압수·수색하는 것은 현장의 사정이나 전자정보의 대량성으로 관련 정보 획득에 긴 시간이 소요되거나 전문 인력에 의한 기술적 조치가 필요한 경우 등 범위를 정하여 출력 또는 복제하는 방법이 불가능하거나 압수의 목적을 달성하기에 현저히 곤란하다고 인정되는 때에 한하여 예외적으로 허용될 수 있을 뿐이다(2011모1839)."
