문제,정답,해설
"<甲은 자신의 승용차를 운행하던 중 차선변경을 하다가 전방주시의무를 게을리한 업무상과실로 A와 B가 타고 있는 승용차를 충격하였고 피해자 A에게는 뇌손상 등의 중상해를, 피해자 B에게는 전치 2주의 상해를 입게 하였다. 乙은 혈중알코올농도 0.15%의 술에 취한 상태로 자신의 화물차를 운행하다가 전방주시의무를 게을리한 업무상과실로 편의점 앞에 세워져 있던 피해자 C 소유의 자전거를 충격하여 수리비 30만 원 상당이 들도록 손괴하였다. 검사는 甲을 교통사고처리특례법위반(치상)죄로, 乙을 도로교통법위반(음주운전)죄와 과실재물손괴로 인한 도로교통법위반죄로 각 공소제기하였다.>
 甲의 승용차가 종합보험에 가입되어 있다면, 피해자 A가 甲에 대한 처벌을 원하더라도 법원은 甲에게 ｢형사소송법｣ 제327조 제2호에 따라 공소기각판결을 선고하여야 한다.",X,"중상해가 발생한 경우에는 종합보험에 가입되어 있더라도 공소제기가 가능하며, 이 경우 피해자가 처벌을 불원할 때에만 공소를 제기할 수 없다."
"<甲은 자신의 승용차를 운행하던 중 차선변경을 하다가 전방주시의무를 게을리한 업무상과실로 A와 B가 타고 있는 승용차를 충격하였고 피해자 A에게는 뇌손상 등의 중상해를, 피해자 B에게는 전치 2주의 상해를 입게 하였다. 乙은 혈중알코올농도 0.15%의 술에 취한 상태로 자신의 화물차를 운행하다가 전방주시의무를 게을리한 업무상과실로 편의점 앞에 세워져 있던 피해자 C 소유의 자전거를 충격하여 수리비 30만 원 상당이 들도록 손괴하였다. 검사는 甲을 교통사고처리특례법위반(치상)죄로, 乙을 도로교통법위반(음주운전)죄와 과실재물손괴로 인한 도로교통법위반죄로 각 공소제기하였다.>
 甲이 진로변경을 금지하는 안전표지인 백색실선을 침범하여 차선을 변경하다가 사고를 일으켰다면, ｢도로교통법｣은 통행금지와 진로변경금지를 구분하여 규율하고 있기 때문에, 甲의 승용차가 종합보험에 가입되어 있지 않았더라도 공소제기 후 피해자 B가 처벌을 원하지 아니한다는 의사를 표시한 경우 법원은 ｢형사소송법｣ 제327조 제2호에 의하여 공소기각판결을 선고하여야 한다.",X,"형사소송법 제327조 제6호에 의하여 공소기각판결을 선고하여야 한다.
 진로변경을 금지하는 안전표지인 백색실선은 교통사고처리 특례법(이하 ‘교통사고처리법’이라 한다) 제3조 제2항 단서 제1호(이하 ‘단서 제1호’라 한다)에서 정하고 있는 ‘통행금지를 내용으로 하는 안전표지’에 해당하지 않으므로, 이를 침범하여 교통사고를 일으킨 운전자에 대하여는 교통사고처리법 제3조 제2항 본문의 반의사불벌죄 규정 및 제4조 제1항의 종합보험 가입특례 규정(이하 위 각 규정을 합하여 ‘처벌특례’라 한다)이 적용된다고 보아야 한다. 구체적인 이유는 다음과 같다. (중략)
 ② 도로교통법 제6조 제1항은 ‘도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정한 때’에는 ‘구간을 정하여 통행을 금지하거나 제한’할 수 있도록 규정하는 한편, 통행금지 또는 제한을 위반한 행위를 같은 법 제156조 제2호에 따라 처벌하고 있다. 반면 도로교통법 제14조 제5항 본문은 ‘안전표지가 설치되어 특별히 진로변경이 금지된 곳에서는 차마의 진로를 변경하여서는 아니 된다.’고 규정하는 한편, 진로변경금지나 제한을 위반한 행위를 같은 법 제156조 제1호에 따라 처벌하고 있다. 도로교통법 제156조가 제1호와 제2호의 위반 행위에 대하여 동일한 형을 정하고 있기는 하나, 도로교통법은 통행금지와 진로변경금지를 구분하여 규율하면서 처벌 체계를 달리하고 있으므로, 통행금지와 진로변경금지에 관하여 서로 다른 금지규범을 규정한 것으로 보아야 한다. 따라서 진로변경금지 위반을 통행금지 위반으로 보아 단서 제1호에 해당한다고 보는 것은 문언의 객관적인 의미를 벗어나 피고인에게 불리한 해석을 하는 것이다(2022도12175).
 교통사고처리특례법 제3조 제2항에 의하면 제차의 교통으로 제1항의 죄중 업무상과실치상죄 또는 중과실치상죄와 도로교통법 제74조의 죄를 범한 운전자에 대하여는 피해자의 명시한 의사에 반하여 공소를 제기할 수 없다고 규정되어 있는바, 이것은 위에 열거한 각 죄를 이른바 반의사불벌죄로 하여 이들 죄에 대하여는 마치 친고죄에 있어서의 고소가 공소제기의 조건인 것과 마찬가지로 처벌을 희망하지 아니하는 의사표시(또는 처벌희망 의사표시의철회)의 부존재를 공소제기의 조건으로 규정한 취지라고 해석함이 타당하다.
 그러므로 당초부터 위와 같은 처벌을 희망하지 아니하는 의사표시의 부존재라는 조건이 결여되었음에도 불구하고 공소제기가 된 경우에는 형사소송법 제327조 제2호에 의하여 공소기각의 판결을 선고하여야 하고, 공소제기 당시는 위와 같은 소극적 조건이 구비되어 있었으나 그후 결여되기에 이른 경우 즉 공소제기 후에 처벌을 희망하지 아니하는 의사표시를 하거나 처벌희망의 의사표시를 철회한 경우에는 위 법 제327조 제6호에 의하여 공소기각의 판결을 선고하여야 할 것이다(82도2860).
 형사소송법 제327조(공소기각의 판결) 다음 각 호의 경우에는 판결로써 공소기각의 선고를 하여야 한다.
 2. 공소제기의 절차가 법률의 규정을 위반하여 무효일 때
 6. 피해자의 명시한 의사에 반하여 공소를 제기할 수 없는 사건에서 처벌을 원하지 아니하는 의사표시를 하거나 처벌을 원하는 의사표시를 철회하였을 때"
"<甲은 자신의 승용차를 운행하던 중 차선변경을 하다가 전방주시의무를 게을리한 업무상과실로 A와 B가 타고 있는 승용차를 충격하였고 피해자 A에게는 뇌손상 등의 중상해를, 피해자 B에게는 전치 2주의 상해를 입게 하였다. 乙은 혈중알코올농도 0.15%의 술에 취한 상태로 자신의 화물차를 운행하다가 전방주시의무를 게을리한 업무상과실로 편의점 앞에 세워져 있던 피해자 C 소유의 자전거를 충격하여 수리비 30만 원 상당이 들도록 손괴하였다. 검사는 甲을 교통사고처리특례법위반(치상)죄로, 乙을 도로교통법위반(음주운전)죄와 과실재물손괴로 인한 도로교통법위반죄로 각 공소제기하였다.>
 乙이 경찰관의 음주측정 요구를 거부하여 음주측정거부죄로 입건된 후, 혹시 채혈을 하면 음주수치가 나오지 않을지도 모른다는 생각에 채혈을 요구하였고, 그 감정결과 혈중알코올농도가 0.15%로 판명된 것이라면, 도로교통법위반(음주운전)죄와 도로교통법위반(음주측정거부)죄는 별개로 성립하여 실체적 경합관계에 있다.",O,
"<甲은 자신의 승용차를 운행하던 중 차선변경을 하다가 전방주시의무를 게을리한 업무상과실로 A와 B가 타고 있는 승용차를 충격하였고 피해자 A에게는 뇌손상 등의 중상해를, 피해자 B에게는 전치 2주의 상해를 입게 하였다. 乙은 혈중알코올농도 0.15%의 술에 취한 상태로 자신의 화물차를 운행하다가 전방주시의무를 게을리한 업무상과실로 편의점 앞에 세워져 있던 피해자 C 소유의 자전거를 충격하여 수리비 30만 원 상당이 들도록 손괴하였다. 검사는 甲을 교통사고처리특례법위반(치상)죄로, 乙을 도로교통법위반(음주운전)죄와 과실재물손괴로 인한 도로교통법위반죄로 각 공소제기하였다.>
 乙의 교통사고와 관련하여, 乙의 음주운전이 인정된다면 乙의 화물차가 종합보험에 가입되어 있어도 乙의 과실재물손괴로 인한 도로교통법위반죄에 대하여 유죄판결이 선고되어야 한다.",X,과실재물손괴로 인한 도로교통법위반죄는 피해자가 처벌을 원하지 않거나 종합보험 또는 공제에 가입한 경우에는 공소를 제기할 수 없다.
"<甲은 A로부터 그 소유의 노트북컴퓨터를 위탁받아 보관하였고, B로부터 그 소유의 태블릿 PC를 위탁받아 보관하던 중 이러한 위탁 사실을 알고 있는 乙에게 일괄 매각하여 도박 자금을 마련하였다. 甲은 위 매각 대금 전액을 같은 날 도박으로 탕진하였다. 검사는 甲을 횡령죄 및 도박죄로 기소하였다.>
 甲에게는 피해자 A, B에 대한 각 횡령죄가 성립하고, 두 개의 횡령죄는 상상적 경합의 관계에 있다.",O,
"<甲은 A로부터 그 소유의 노트북컴퓨터를 위탁받아 보관하였고, B로부터 그 소유의 태블릿 PC를 위탁받아 보관하던 중 이러한 위탁 사실을 알고 있는 乙에게 일괄 매각하여 도박 자금을 마련하였다. 甲은 위 매각 대금 전액을 같은 날 도박으로 탕진하였다. 검사는 甲을 횡령죄 및 도박죄로 기소하였다.>
 만약 乙이 甲에게 위 매각행위를 교사하였다면, 乙에게는 횡령교사죄와 장물취득죄의 경합범이 성립한다.",O,
"<甲은 A로부터 그 소유의 노트북컴퓨터를 위탁받아 보관하였고, B로부터 그 소유의 태블릿 PC를 위탁받아 보관하던 중 이러한 위탁 사실을 알고 있는 乙에게 일괄 매각하여 도박 자금을 마련하였다. 甲은 위 매각 대금 전액을 같은 날 도박으로 탕진하였다. 검사는 甲을 횡령죄 및 도박죄로 기소하였다.>
 만약 甲이 위 매각행위로 횡령한 물건에 피해자 C로부터 위탁받아 보관 중이던 태블릿 PC도 포함된 사실이 추가로 드러나자 검사가 이를 공소사실에 추가하는 공소장변경신청을 한 경우, 특별한 사정이 없는 한 법원은 이를 허가하여야 한다.",O,
"<甲은 A로부터 그 소유의 노트북컴퓨터를 위탁받아 보관하였고, B로부터 그 소유의 태블릿 PC를 위탁받아 보관하던 중 이러한 위탁 사실을 알고 있는 乙에게 일괄 매각하여 도박 자금을 마련하였다. 甲은 위 매각 대금 전액을 같은 날 도박으로 탕진하였다. 검사는 甲을 횡령죄 및 도박죄로 기소하였다.>
 법원이 공소장변경허가신청서 부본을 甲에게 송달하였음에도 공판조서에 법원이 그 허가 여부를 결정한 절차가 기재되지 않은 경우, 공소장변경허가신청을 간과하여 그 허가 여부를 결정하지 않은 것으로 당연히 추정되는 것은 아니고 공판조서에 기재되지 않은 소송절차의 존재가 공판조서에 기재된 다른 내용이나 공판조서 이외의 자료로 증명될 수 있으나, 이는 엄격한 증명의 대상이 된다.",X,"어떤 소송절차가 진행된 내용이 공판조서에 기재되지 않았다고 하여 당연히 그 소송절차가 당해 공판기일에 행하여지지 않은 것으로 추정되는 것은 아니고 공판조서에 기재되지 않은 소송절차의 존재가 공판조서에 기재된 다른 내용이나 공판조서 이외의 자료로 증명될 수 있고, 이는 소송법적 사실이므로 자유로운 증명의 대상이 된다(2023도3038)."
"<甲은 A로부터 그 소유의 노트북컴퓨터를 위탁받아 보관하였고, B로부터 그 소유의 태블릿 PC를 위탁받아 보관하던 중 이러한 위탁 사실을 알고 있는 乙에게 일괄 매각하여 도박 자금을 마련하였다. 甲은 위 매각 대금 전액을 같은 날 도박으로 탕진하였다. 검사는 甲을 횡령죄 및 도박죄로 기소하였다.>
 횡령 및 도박의 점에 대하여 전부 무죄를 선고한 제1심판결에 관하여 검사의 항소로 계속된 항소심에서 횡령죄 및 도박죄 모두 유죄를 인정하여 하나의 형을 선고하였는데, 甲의 상고로 계속된 상고심에서 원심판결 중 횡령죄 부분을 파기하는 경우에 이와 경합범 관계에 있어 하나의 형이 선고된 도박죄 부분도 함께 파기의 대상이 된다.",O,
"<甲은 백화점에서 A의 지갑을 절취하기 위해 A와 부딪치며 양복 상의 주머니에 손을 넣는 순간 발각되어 도주하다가 곧바로 뒤쫓아 온 보안요원 X에게 붙잡혔다. 甲은 X로부터 그 경위를 확인받던 중 체포된 상태를 벗어나기 위해 X의 얼굴을 주먹으로 수차례 때려 전치 4주의 상해를 입히고 도주하였다. 사건이 발생한 지 1시간이 지난 후 X의 신고를 받고 출동한 사법경찰관 P가 인근 버스 정류장에 서있던 甲에게 임의동행을 요청하자, 甲은 영장의 제시를 요구하면서 동행을 거부하였다. 그럼에도 P가 甲을 순찰차에 강제로 태워 파출소로 연행하려 하자 甲은 이를 벗어날 목적으로 P의 복부를 발로 차 전치 2주의 상해를 입혔다.>
 甲이 일단 X에게 체포되었으나 아직 신병 확보가 확실하지 않은 단계에서 체포 상태를 면하기 위해 X의 얼굴을 주먹으로 수차례 때려 상해를 가한 것이므로, 甲은 강도상해죄의 죄책을 진다.",O,
"<甲은 백화점에서 A의 지갑을 절취하기 위해 A와 부딪치며 양복 상의 주머니에 손을 넣는 순간 발각되어 도주하다가 곧바로 뒤쫓아 온 보안요원 X에게 붙잡혔다. 甲은 X로부터 그 경위를 확인받던 중 체포된 상태를 벗어나기 위해 X의 얼굴을 주먹으로 수차례 때려 전치 4주의 상해를 입히고 도주하였다. 사건이 발생한 지 1시간이 지난 후 X의 신고를 받고 출동한 사법경찰관 P가 인근 버스 정류장에 서있던 甲에게 임의동행을 요청하자, 甲은 영장의 제시를 요구하면서 동행을 거부하였다. 그럼에도 P가 甲을 순찰차에 강제로 태워 파출소로 연행하려 하자 甲은 이를 벗어날 목적으로 P의 복부를 발로 차 전치 2주의 상해를 입혔다.>
 만약 甲이 X에게 항거가 곤란할 정도의 폭행을 가하였으나 상해에는 이르지 않았다면, 甲은 준강도미수죄의 죄책을 진다.",O,"형법 제335조에서 절도가 재물의 탈환을 항거하거나 체포를 면탈하거나 죄적을 인멸할 목적으로 폭행 또는 협박을 가한 때에 준강도로서 강도죄의 예에 따라 처벌하는 취지는, 강도죄와 준강도죄의 구성요건인 재물탈취와 폭행·협박 사이에 시간적 순서상 전후의 차이가 있을 뿐 실질적으로 위법성이 같다고 보기 때문인바, 이와 같은 준강도죄의 입법 취지, 강도죄와의 균형 등을 종합적으로 고려해 보면, 준강도죄의 기수 여부는 절도행위의 기수 여부를 기준으로 하여 판단하여야 한다(2004도5074)."
"<甲은 백화점에서 A의 지갑을 절취하기 위해 A와 부딪치며 양복 상의 주머니에 손을 넣는 순간 발각되어 도주하다가 곧바로 뒤쫓아 온 보안요원 X에게 붙잡혔다. 甲은 X로부터 그 경위를 확인받던 중 체포된 상태를 벗어나기 위해 X의 얼굴을 주먹으로 수차례 때려 전치 4주의 상해를 입히고 도주하였다. 사건이 발생한 지 1시간이 지난 후 X의 신고를 받고 출동한 사법경찰관 P가 인근 버스 정류장에 서있던 甲에게 임의동행을 요청하자, 甲은 영장의 제시를 요구하면서 동행을 거부하였다. 그럼에도 P가 甲을 순찰차에 강제로 태워 파출소로 연행하려 하자 甲은 이를 벗어날 목적으로 P의 복부를 발로 차 전치 2주의 상해를 입혔다.>
 P의 甲에 대한 체포는 적법한 현행범인의 체포라고 볼 수 없다.",O,
"<甲은 백화점에서 A의 지갑을 절취하기 위해 A와 부딪치며 양복 상의 주머니에 손을 넣는 순간 발각되어 도주하다가 곧바로 뒤쫓아 온 보안요원 X에게 붙잡혔다. 甲은 X로부터 그 경위를 확인받던 중 체포된 상태를 벗어나기 위해 X의 얼굴을 주먹으로 수차례 때려 전치 4주의 상해를 입히고 도주하였다. 사건이 발생한 지 1시간이 지난 후 X의 신고를 받고 출동한 사법경찰관 P가 인근 버스 정류장에 서있던 甲에게 임의동행을 요청하자, 甲은 영장의 제시를 요구하면서 동행을 거부하였다. 그럼에도 P가 甲을 순찰차에 강제로 태워 파출소로 연행하려 하자 甲은 이를 벗어날 목적으로 P의 복부를 발로 차 전치 2주의 상해를 입혔다.>
 甲이 체포를 면하려고 반항하는 과정에서 P에게 상해를 가한 것은 정당방위에 해당하여 위법성이 조각된다.",O,
"<甲은 백화점에서 A의 지갑을 절취하기 위해 A와 부딪치며 양복 상의 주머니에 손을 넣는 순간 발각되어 도주하다가 곧바로 뒤쫓아 온 보안요원 X에게 붙잡혔다. 甲은 X로부터 그 경위를 확인받던 중 체포된 상태를 벗어나기 위해 X의 얼굴을 주먹으로 수차례 때려 전치 4주의 상해를 입히고 도주하였다. 사건이 발생한 지 1시간이 지난 후 X의 신고를 받고 출동한 사법경찰관 P가 인근 버스 정류장에 서있던 甲에게 임의동행을 요청하자, 甲은 영장의 제시를 요구하면서 동행을 거부하였다. 그럼에도 P가 甲을 순찰차에 강제로 태워 파출소로 연행하려 하자 甲은 이를 벗어날 목적으로 P의 복부를 발로 차 전치 2주의 상해를 입혔다.>
 甲이 제1회 공판기일에서 공소사실에 대하여 검사가 신문을 할 때 공소사실이 모두 사실과 다름없다고 진술한 경우, 이후 변호인이 신문을 할 때에는 범의나 공소사실을 부인하더라도 그 공소사실은 간이공판절차에 의하여 심판할 수 있다.",X,"피고인이 공소사실에 대하여 검사가 신문을 할 때에는 공소사실을 모두 사실과 다름없다고 진술하였으나 변호인이 신문을 할 때에는 범의나 공소사실을 부인하였다면 그 공소사실은 간이공판절차에 의하여 심판할 대상이 아니고, 따라서 피고인의 법정에서의 진술을 제외한 나머지 증거들은 간이공판절차가 아닌 일반절차에 의한 적법한 증거조사를 거쳐 그에 관한 증거능력이 부여되지 아니하는 한 그 공소사실에 대한 유죄의 증거로 삼을 수 없다(97도3421)."
"<(가) 甲과 乙은 사기도박을 공모하고, 甲은 2024. 1. 1.경 모텔방에서 서로 안면이 없던 A, B, C를 유인하여 함께 속칭 ‘섯다’ 도박을 하였는데, 甲은 사기도박을 숨기기 위해 얼마간 정상적인 도박을 하다가 乙이 가져온 형광물질로 특수표시를 한 화투로 바꾼 다음 乙이 모니터 화면을 보고 알려주는 A, B, C의 화투패를 듣고 도박을 하여 그들로부터 총 500만 원의 도금을 교부받았다.
 (나) 丙은 2024. 1. 2.경 모텔방에서 A, B, C와 함께 속칭 ‘섯다’ 도박을 하다가 “돈을 주지 않으면 도박죄로 신고하고 끝까지 처벌받게 하겠다.”라며 도박을 수단으로 A, B, C를 협박하여 그들로부터 500만 원을 송금받았다.>
 (가)에서 사기도박을 숨기기 위해 얼마간 정상적인 도박을 한 부분도 사기죄의 실행행위에 포함된다.",O,
"<(가) 甲과 乙은 사기도박을 공모하고, 甲은 2024. 1. 1.경 모텔방에서 서로 안면이 없던 A, B, C를 유인하여 함께 속칭 ‘섯다’ 도박을 하였는데, 甲은 사기도박을 숨기기 위해 얼마간 정상적인 도박을 하다가 乙이 가져온 형광물질로 특수표시를 한 화투로 바꾼 다음 乙이 모니터 화면을 보고 알려주는 A, B, C의 화투패를 듣고 도박을 하여 그들로부터 총 500만 원의 도금을 교부받았다.
 (나) 丙은 2024. 1. 2.경 모텔방에서 A, B, C와 함께 속칭 ‘섯다’ 도박을 하다가 “돈을 주지 않으면 도박죄로 신고하고 끝까지 처벌받게 하겠다.”라며 도박을 수단으로 A, B, C를 협박하여 그들로부터 500만 원을 송금받았다.>
 (가)에서 1개의 기망행위가 있었으므로 포괄하여 A, B, C에 대한 하나의 사기죄가 성립한다.",X,
"<(가) 甲과 乙은 사기도박을 공모하고, 甲은 2024. 1. 1.경 모텔방에서 서로 안면이 없던 A, B, C를 유인하여 함께 속칭 ‘섯다’ 도박을 하였는데, 甲은 사기도박을 숨기기 위해 얼마간 정상적인 도박을 하다가 乙이 가져온 형광물질로 특수표시를 한 화투로 바꾼 다음 乙이 모니터 화면을 보고 알려주는 A, B, C의 화투패를 듣고 도박을 하여 그들로부터 총 500만 원의 도금을 교부받았다.
 (나) 丙은 2024. 1. 2.경 모텔방에서 A, B, C와 함께 속칭 ‘섯다’ 도박을 하다가 “돈을 주지 않으면 도박죄로 신고하고 끝까지 처벌받게 하겠다.”라며 도박을 수단으로 A, B, C를 협박하여 그들로부터 500만 원을 송금받았다.>
 (나)에서 丙은 공갈죄만 성립한다.",X,丙은 사기도박을 공모하지 않았으므로 도박죄도 성립한다.
"<(가) 甲과 乙은 사기도박을 공모하고, 甲은 2024. 1. 1.경 모텔방에서 서로 안면이 없던 A, B, C를 유인하여 함께 속칭 ‘섯다’ 도박을 하였는데, 甲은 사기도박을 숨기기 위해 얼마간 정상적인 도박을 하다가 乙이 가져온 형광물질로 특수표시를 한 화투로 바꾼 다음 乙이 모니터 화면을 보고 알려주는 A, B, C의 화투패를 듣고 도박을 하여 그들로부터 총 500만 원의 도금을 교부받았다.
 (나) 丙은 2024. 1. 2.경 모텔방에서 A, B, C와 함께 속칭 ‘섯다’ 도박을 하다가 “돈을 주지 않으면 도박죄로 신고하고 끝까지 처벌받게 하겠다.”라며 도박을 수단으로 A, B, C를 협박하여 그들로부터 500만 원을 송금받았다.>
 (나)의 丙이 동일 습벽에 의한 상습도박죄로 2023. 12. 29. 벌금 500만 원의 약식명령을 발령받아 丙에게 2024. 1. 15. 위 약식명령이 송달되고 2024. 1. 23. 확정된 경우, 위 확정된 약식명령의 기판력이 (나)의 도박 범행에 미친다.",X,약식명령의 기판력의 시적 범위는 발령시이다.
"<(가) 甲과 乙은 사기도박을 공모하고, 甲은 2024. 1. 1.경 모텔방에서 서로 안면이 없던 A, B, C를 유인하여 함께 속칭 ‘섯다’ 도박을 하였는데, 甲은 사기도박을 숨기기 위해 얼마간 정상적인 도박을 하다가 乙이 가져온 형광물질로 특수표시를 한 화투로 바꾼 다음 乙이 모니터 화면을 보고 알려주는 A, B, C의 화투패를 듣고 도박을 하여 그들로부터 총 500만 원의 도금을 교부받았다.
 (나) 丙은 2024. 1. 2.경 모텔방에서 A, B, C와 함께 속칭 ‘섯다’ 도박을 하다가 “돈을 주지 않으면 도박죄로 신고하고 끝까지 처벌받게 하겠다.”라며 도박을 수단으로 A, B, C를 협박하여 그들로부터 500만 원을 송금받았다.>
 (가)에서 도박의 습벽이 있는 丁이 甲과 乙의 사기도박 범행을 방조한 때에는 상습도박방조의 죄에 해당한다.",X,사기방조죄에 해당한다.
"<甲은 급하게 돈이 필요하여 그가 소유한 시가 7억 원의 아파트를 丁에게 6억 원에 매도하기로 하고 丁으로부터 계약금과 중도금 합계 1억 5,000만 원을 지급받았다. 그 소식을 들은 乙은 甲에게 “아파트를 너무 싸게 판 것 같은데, 내 친구 丙이 시세에 따라 매수한다고 하니 丙에게 매도를 하라.”고 제안하고 수차례 설득한 끝에 甲은 丙에게 위 아파트를 매도하고 소유권이전등기를 마쳐 주었다.>
 부동산의 소유권이전등기를 해 줄 의무를 지는 매도인이 다른 사람에게 이전등기를 마쳐 준 경우 매도인이 그 부동산의 소유권에 관한 등기를 회복하여 매수인에게 이전등기해 줄 수 있는 특별한 사정이 없어야 비로소 매수인에 대한 소유권이전등기의무가 이행불능의 상태에 있게 되므로, 그러한 사정이 없는 한 甲이 丙에게 이전등기를 마쳐 준 것만으로 배임죄의 기수에 이르지는 아니한다.",X,
"<甲은 급하게 돈이 필요하여 그가 소유한 시가 7억 원의 아파트를 丁에게 6억 원에 매도하기로 하고 丁으로부터 계약금과 중도금 합계 1억 5,000만 원을 지급받았다. 그 소식을 들은 乙은 甲에게 “아파트를 너무 싸게 판 것 같은데, 내 친구 丙이 시세에 따라 매수한다고 하니 丙에게 매도를 하라.”고 제안하고 수차례 설득한 끝에 甲은 丙에게 위 아파트를 매도하고 소유권이전등기를 마쳐 주었다.>
 만약 甲과 丁 사이의 위 매매계약이 체결되기 전에 위 아파트에 대하여 근저당권자 A의 근저당권설정등기(채권최고액 1억 7,000만 원, 피담보채권액 1억 5,000만 원) 및 채권자 B의 부동산가압류등기(청구금액 5,000만 원, 피보전채권액 3,000만 원)가 설정되어 있었다면, ｢특정경제범죄 가중처벌 등에 관한 법률｣ 제3조 제1항은 적용되지 않는다.",X,"해당 부동산의 가액은 부동산 시가 상당액(7억 원)에서 근저당권의 채권최고액 범위 내에서 피담보채권액(1.5억 원), 가압류에 걸린 청구금액 범위 내에서 피보전채권액(0.3억 원)을 뺀 실제 교환가치인 5.2억 원으로 5억 원을 초과하므로, 위 조항이 적용된다."
"<甲은 급하게 돈이 필요하여 그가 소유한 시가 7억 원의 아파트를 丁에게 6억 원에 매도하기로 하고 丁으로부터 계약금과 중도금 합계 1억 5,000만 원을 지급받았다. 그 소식을 들은 乙은 甲에게 “아파트를 너무 싸게 판 것 같은데, 내 친구 丙이 시세에 따라 매수한다고 하니 丙에게 매도를 하라.”고 제안하고 수차례 설득한 끝에 甲은 丙에게 위 아파트를 매도하고 소유권이전등기를 마쳐 주었다.>
 乙은 丁에 대한 관계에서 타인의 사무를 처리하는 자의 지위에 있지 아니하므로 甲의 범행에 적극 가담하였다고 하더라도 배임죄의 공동정범의 죄책을 지지 아니한다.",X,
"<甲은 급하게 돈이 필요하여 그가 소유한 시가 7억 원의 아파트를 丁에게 6억 원에 매도하기로 하고 丁으로부터 계약금과 중도금 합계 1억 5,000만 원을 지급받았다. 그 소식을 들은 乙은 甲에게 “아파트를 너무 싸게 판 것 같은데, 내 친구 丙이 시세에 따라 매수한다고 하니 丙에게 매도를 하라.”고 제안하고 수차례 설득한 끝에 甲은 丙에게 위 아파트를 매도하고 소유권이전등기를 마쳐 주었다.>
 만약 丙이 甲과 丁 사이의 위 매매계약 사실을 모른 채 위 아파트를 매수하였다면, 사법경찰관 작성의 丙에 대한 진술조서는 甲이 내용을 부인하면 증거능력이 없다.",X,
"<甲은 급하게 돈이 필요하여 그가 소유한 시가 7억 원의 아파트를 丁에게 6억 원에 매도하기로 하고 丁으로부터 계약금과 중도금 합계 1억 5,000만 원을 지급받았다. 그 소식을 들은 乙은 甲에게 “아파트를 너무 싸게 판 것 같은데, 내 친구 丙이 시세에 따라 매수한다고 하니 丙에게 매도를 하라.”고 제안하고 수차례 설득한 끝에 甲은 丙에게 위 아파트를 매도하고 소유권이전등기를 마쳐 주었다.>
 만약 특정경제범죄가중처벌등에관한법률위반(배임)죄로 기소되어 유죄판결이 선고되자 甲이 항소하였다면, 항소법원은 甲에게 변호인이 없는 경우 국선변호인을 선정하고 甲과 그 국선변호인에게 소송기록접수통지를 하여야 하는데, 그 이후 甲이 사선변호인을 선임함에 따라 항소법원이 국선변호인의 선정을 취소하더라도 사선변호인에게 다시 소송기록접수통지를 할 필요가 없고, 이때 항소이유서 제출기간은 국선변호인 또는 甲이 소송기록접수통지를 받은 날부터 계산하여야 한다.",O,"형사소송법은 항소법원이 항소인인 피고인에게 소송기록접수통지를 하기 전에 변호인의 선임이 있는 때에는 변호인에게도 소송기록접수통지를 하도록 정하고 있으므로(제361조의2 제2항), 피고인에게 소송기록접수통지를 한 다음에 변호인이 선임된 경우에는 변호인에게 다시 같은 통지를 할 필요가 없다. 이는 필요적 변호사건에서 항소법원이 국선변호인을 선정하고 피고인과 그 변호인에게 소송기록접수통지를 한 다음 피고인이 사선변호인을 선임함에 따라 항소법원이 국선변호인의 선정을 취소한 경우에도 마찬가지이다. 이러한 경우 항소이유서 제출기간은 국선변호인 또는 피고인이 소송기록접수통지를 받은 날부터 계산하여야 한다(2015도10651)."
"<甲은 친구 乙과 丙에게 연락해 “은행에서 돈을 출금해 나오는 사람의 가방을 날치기 하자.”고 제안했다. 이에 乙과 丙은 은행 문밖에서 범행대상을 물색하고, 甲은 날치기를 끝낸 乙과 丙을 태우고 도망치기 위해 은행 앞 차도에 승용차를 세워 두고 대기하기로 했다. 며칠 후 A가 은행에서 현금 1천만 원을 출금하여 가방에 담아 나오는 것을 본 乙과 丙은 A의 뒤를 따라가기 시작했다. 甲은 차를 몰고 그 뒤를 따라가던 중 갑자기 처벌이 두려워져 핸들을 꺾어 혼자 말없이 도주해 버렸다. A가 좁은 골목길로 들어서자 乙은 입구에서 망을 보았고, 丙은 A가 손에 든 가방을 그대로 낚아채어 달아났다. 검사는 甲, 乙, 丙을 위 범죄혐의로 기소하였고, 법원은 이들을 병합심리하고 있다.>
 甲은 혼자 도주하였을 뿐 乙과 丙에게 이탈의 의사표시를 한 바 없고, 乙과 丙은 그대로 범죄행위로 나아갔으므로, 甲이 공모관계에서 이탈하였다고 보기 어렵다.",O,
